GeneID	HHCCZ	HHCCW	HHCCX	HHCCY	HHCGA	HHCGB	HHCGG	HHCGH	HHCGN	HHCGO	HHCGP	HHCGT	HHCGU	HHCGW	HHCGX	HHCGY	HHCGC	HHCGS
jgi.p|Neosp1|100073	171	280	211	371	351	378	88	381	161	291	190	188	175	315	315	164	67	97
jgi.p|Neosp1|100224	262	1252	1048	1474	826	1253	2477	4142	1408	4793	2441	882	3181	4388	3096	3031	3299	4089
jgi.p|Neosp1|100258	3	1	5	3	0	0	11	22	12	17	16	2	26	35	13	1	1	0
jgi.p|Neosp1|100266	16	57	19	34	22	33	10	25	10	15	25	20	31	27	23	7	24	12
jgi.p|Neosp1|100298	12	68	23	43	39	82	14	41	14	33	33	59	63	44	55	57	12	6
jgi.p|Neosp1|100359	400	886	518	731	957	1266	298	930	329	695	596	415	684	735	682	463	220	137
jgi.p|Neosp1|100420	440	368	208	348	341	245	115	360	157	249	247	221	194	282	319	144	488	246
jgi.p|Neosp1|10045	0	0	0	1	0	0	0	6	1	8	0	2	15	9	5	1	0	10
jgi.p|Neosp1|100480	6	10	8	7	30	52	2	22	10	19	14	5	15	15	17	9	1	2
jgi.p|Neosp1|100484	0	6	2	3	2	4	9	32	18	6	16	4	27	18	18	10	2	5
jgi.p|Neosp1|100603	758	1916	1154	1635	1631	2077	615	1879	673	1460	1101	963	1641	1831	1348	1233	919	1145
jgi.p|Neosp1|100778	0	13	3	8	1	4	8	24	20	32	13	17	97	52	25	4	1	2
jgi.p|Neosp1|1008	23	2	1	5	0	6	7	27	14	37	19	7	65	30	24	6	15	13
jgi.p|Neosp1|100909	0	4	5	1	2	4	2	4	0	0	2	5	2	1	2	0	7	3
jgi.p|Neosp1|101064	5	22	3	13	3	37	91	390	125	346	232	131	892	461	239	41	17	40
jgi.p|Neosp1|1011	13549	31310	18711	23514	17967	25816	7649	25036	9315	17630	14366	8133	24558	23055	16368	18982	21679	25554
jgi.p|Neosp1|101253	0	0	0	0	2	4	12	88	33	43	55	9	5	22	15	1	0	0
jgi.p|Neosp1|101463	13	17	31	35	17	27	9	48	49	42	21	14	22	18	35	24	5	1
jgi.p|Neosp1|101469	52	99	57	96	119	162	47	152	73	104	94	61	87	99	129	49	26	9
jgi.p|Neosp1|101653	165	671	392	510	575	852	183	680	231	469	373	271	509	551	568	361	134	84
jgi.p|Neosp1|101675	46	12	8	19	41	80	20	42	33	34	46	40	19	37	49	18	40	20
jgi.p|Neosp1|101801	16	134	70	99	31	39	19	50	20	27	48	61	39	30	34	56	16	9
jgi.p|Neosp1|101826	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|101951	10	38	38	74	24	49	19	40	34	36	27	20	25	33	31	15	38	49
jgi.p|Neosp1|102013	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
jgi.p|Neosp1|102107	278	78	60	37	187	435	117	406	173	268	281	148	217	160	244	110	468	343
jgi.p|Neosp1|102344	3	28	8	13	2	6	16	43	17	36	27	26	109	55	31	6	1	1
jgi.p|Neosp1|102496	10	13	4	3	2	0	4	29	17	19	26	11	100	40	31	5	15	29
jgi.p|Neosp1|102643	44	102	60	97	139	145	52	180	83	111	108	63	137	119	133	60	25	17
jgi.p|Neosp1|102822	0	17	11	11	1	1	1	2	0	0	2	2	0	0	1	0	4	10
jgi.p|Neosp1|102869	9	120	89	95	229	191	10	69	19	35	22	246	85	219	103	8	44	15
jgi.p|Neosp1|103013	18	25	8	7	33	50	7	33	10	19	26	26	41	36	30	20	19	5
jgi.p|Neosp1|103020	0	0	0	1	0	2	0	0	0	0	4	0	1	0	0	0	0	0
jgi.p|Neosp1|103030	0	0	0	0	0	0	1	19	3	8	4	2	23	3	9	0	1	0
jgi.p|Neosp1|103046	67	117	43	108	147	225	73	204	86	118	138	75	129	157	145	80	78	63
jgi.p|Neosp1|103234	0	0	0	0	0	1	3	3	0	7	4	1	20	14	5	2	0	0
jgi.p|Neosp1|103239	0	0	0	0	0	0	0	3	3	6	1	0	10	7	1	0	0	0
jgi.p|Neosp1|103240	0	10	1	7	7	6	19	70	25	68	32	27	141	84	41	8	0	1
jgi.p|Neosp1|103320	6	25	20	21	15	23	4	4	3	4	4	41	11	23	10	12	157	385
jgi.p|Neosp1|103335	53	97	53	101	91	140	26	106	44	67	66	53	68	93	96	67	18	7
jgi.p|Neosp1|103418	4	3	2	1	8	2	1	4	0	5	1	4	0	5	1	1	1	1
jgi.p|Neosp1|10357	18	208	85	177	203	296	164	548	213	277	293	205	396	294	250	232	4	9
jgi.p|Neosp1|103716	1640	3805	2460	3265	4837	4795	1972	6322	2249	4166	3547	2118	2861	4266	4398	1811	1144	585
jgi.p|Neosp1|103875	472	626	496	730	1469	1429	380	1156	450	906	659	641	633	1028	1100	489	685	841
jgi.p|Neosp1|10390	361	219	138	212	532	576	181	642	216	411	435	211	216	428	536	217	211	69
jgi.p|Neosp1|10420	22	74	23	35	45	67	18	48	29	36	39	40	51	54	49	20	16	3
jgi.p|Neosp1|104343	7	6	6	13	6	15	2	6	2	10	11	5	9	13	15	14	2	0
jgi.p|Neosp1|104344	11	11	17	18	7	17	1	10	5	13	3	5	4	5	10	18	1	0
jgi.p|Neosp1|104586	26	106	58	101	78	148	31	95	48	54	56	77	64	77	58	41	16	10
jgi.p|Neosp1|104665	42	55	49	71	81	132	52	146	55	128	85	54	94	101	105	41	26	14
jgi.p|Neosp1|104754	897	2273	1260	2023	2829	3802	781	2644	1019	1438	1597	929	1595	1997	1993	978	1197	505
jgi.p|Neosp1|104930	0	0	0	0	0	1	0	6	3	8	8	0	10	7	7	1	0	0
jgi.p|Neosp1|105093	4	0	1	3	6	20	5	9	3	9	6	4	4	1	10	1	0	1
jgi.p|Neosp1|105218	0	5	0	0	0	2	7	11	6	16	9	1	96	25	18	1	1	0
jgi.p|Neosp1|105370	5	26	33	34	17	3	0	5	5	0	3	34	2	0	1	5	14	18
jgi.p|Neosp1|105379	7	43	17	40	2	10	3	18	3	4	11	21	9	1	0	9	64	57
jgi.p|Neosp1|105387	17	23	19	23	13	27	11	16	15	20	21	28	25	20	17	12	2	15
jgi.p|Neosp1|105393	9	11	5	11	28	41	7	36	12	21	25	10	15	19	25	11	3	1
jgi.p|Neosp1|105555	25	18	16	24	38	39	18	64	32	35	37	83	34	33	41	27	52	81
jgi.p|Neosp1|105765	0	0	2	1	2	0	0	0	0	0	0	2	70	0	0	55	3	0
jgi.p|Neosp1|105875	145	1146	1035	1227	1734	2329	1725	4549	1540	3011	2213	1220	2882	3147	3466	1672	197	150
jgi.p|Neosp1|106033	35	217	159	221	189	211	75	262	108	154	164	162	150	224	201	150	37	54
jgi.p|Neosp1|106058	1	4	3	3	4	3	7	25	14	20	17	9	74	44	27	19	6	6
jgi.p|Neosp1|106077	1	6	2	5	0	1	3	17	5	12	6	5	54	36	12	3	0	1
jgi.p|Neosp1|106129	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
jgi.p|Neosp1|106220	0	15	13	14	9	14	15	54	35	44	23	16	49	56	50	47	8	5
jgi.p|Neosp1|106260	13	48	26	43	66	86	14	55	27	35	43	35	32	46	73	19	7	0
jgi.p|Neosp1|106270	85	82	48	91	164	244	49	146	74	118	106	73	105	104	113	60	58	24
jgi.p|Neosp1|106299	4	34	25	42	12	41	6	41	15	19	21	84	53	41	32	54	11	4
jgi.p|Neosp1|10630	5	1	1	6	8	4	4	8	7	15	15	8	23	15	20	2	1	12
jgi.p|Neosp1|106535	107	214	91	171	225	270	68	228	113	128	166	91	231	228	169	126	56	26
jgi.p|Neosp1|106631	42	79	71	132	233	458	179	626	301	354	395	144	253	393	402	155	31	7
jgi.p|Neosp1|106828	198	1383	982	1357	1283	1658	344	983	336	793	594	565	1098	1164	932	1008	159	75
jgi.p|Neosp1|106854	104	611	435	543	593	816	195	504	184	429	250	256	565	555	466	467	65	35
jgi.p|Neosp1|107093	1001	1469	865	1372	1590	1614	529	1774	783	1128	950	588	541	1105	1287	535	619	221
jgi.p|Neosp1|107231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|107292	54	54	19	37	99	179	26	107	28	51	68	78	83	81	123	67	58	17
jgi.p|Neosp1|107577	100	159	87	138	100	235	77	235	91	231	161	114	293	340	246	118	35	28
jgi.p|Neosp1|107665	189	200	188	282	531	778	306	951	326	602	508	132	462	654	691	276	87	36
jgi.p|Neosp1|107757	0	7	1	4	0	4	6	13	9	29	12	14	31	38	12	6	2	2
jgi.p|Neosp1|107779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
jgi.p|Neosp1|107899	0	1	0	2	3	9	1	7	1	3	4	1	1	2	2	0	3	0
jgi.p|Neosp1|107905	3	4	1	2	9	15	3	20	5	3	8	2	4	7	14	4	3	0
jgi.p|Neosp1|107911	26	24	12	13	68	82	25	70	33	44	60	25	35	56	63	35	15	14
jgi.p|Neosp1|107960	19	9	6	7	6	19	5	14	14	11	13	16	36	21	16	18	17	34
jgi.p|Neosp1|108187	33	2176	1178	1880	1137	2359	588	2054	745	1092	880	2164	4985	2151	996	4022	58	110
jgi.p|Neosp1|108355	5	2	2	3	2	5	16	65	32	58	39	16	137	67	37	1	5	9
jgi.p|Neosp1|108371	96	67	25	47	17	26	9	72	24	51	44	37	95	44	46	34	466	978
jgi.p|Neosp1|10845	7	6	4	13	8	12	3	6	4	5	3	1	3	5	13	5	2	3
jgi.p|Neosp1|108635	18	19	22	19	28	64	13	45	16	39	27	19	36	31	26	36	8	1
jgi.p|Neosp1|108664	46	131	80	111	240	395	64	242	89	135	148	172	169	234	242	138	25	11
jgi.p|Neosp1|108905	558	1581	919	1527	900	1310	488	1666	678	1119	1003	508	1202	1402	1202	840	1721	3408
jgi.p|Neosp1|108958	0	1	0	1	4	2	2	3	2	2	1	0	1	4	0	0	0	0
jgi.p|Neosp1|108976	4	7	8	15	17	28	5	3	8	8	3	6	13	22	33	14	6	0
jgi.p|Neosp1|108989	687	1910	1302	1954	2439	3061	1096	4123	1370	2290	2230	855	1287	2463	2417	687	403	227
jgi.p|Neosp1|109024	18	40	28	28	44	66	14	50	20	25	28	11	22	40	36	11	12	4
jgi.p|Neosp1|109198	1248	158	23	58	61	167	282	684	242	477	375	90	112	180	114	39	3698	3851
jgi.p|Neosp1|109276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|10941	219	693	494	832	819	967	358	1206	489	819	684	852	406	818	824	432	68	37
jgi.p|Neosp1|109427	0	0	0	0	0	0	0	2	2	5	1	0	4	0	4	0	0	0
jgi.p|Neosp1|109430	0	1	0	3	0	0	1	0	3	12	2	6	19	7	4	2	0	0
jgi.p|Neosp1|109460	20	3	2	0	0	1	3	8	3	1	1	9	12	7	7	1	176	291
jgi.p|Neosp1|109523	30	103	52	113	95	147	29	89	49	72	79	35	74	98	78	63	15	5
jgi.p|Neosp1|109581	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|109625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|1099	10	26	12	22	29	42	10	51	14	15	26	20	25	34	36	16	13	1
jgi.p|Neosp1|109913	3	8	6	11	0	2	15	31	17	34	29	12	106	84	27	3	17	35
jgi.p|Neosp1|109917	19	56	94	109	33	42	67	288	100	123	169	108	102	151	261	118	152	221
jgi.p|Neosp1|110165	0	4	1	4	1	2	2	45	6	11	11	13	20	13	4	4	1	1
jgi.p|Neosp1|110490	222	284	162	342	372	698	136	488	256	282	295	164	373	465	473	269	852	1151
jgi.p|Neosp1|110578	53	60	44	44	142	146	43	141	67	72	69	65	111	93	95	48	77	32
jgi.p|Neosp1|110700	97	117	110	136	372	411	111	387	165	261	233	187	158	259	392	85	91	71
jgi.p|Neosp1|110751	43	101	44	83	61	129	33	142	47	76	77	45	54	90	100	42	28	27
jgi.p|Neosp1|110858	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	2	0
jgi.p|Neosp1|110874	1	8	13	20	8	15	2	6	0	2	1	2	4	3	3	2	0	0
jgi.p|Neosp1|110884	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|110962	216	130	142	277	380	331	108	343	192	331	190	69	113	290	269	140	49	40
jgi.p|Neosp1|110965	79	35	48	120	111	113	39	138	109	193	66	14	30	114	110	56	15	9
jgi.p|Neosp1|111024	1	3	3	8	7	4	1	7	9	7	5	4	3	4	3	0	3	1
jgi.p|Neosp1|111282	13	2	2	2	8	6	6	38	9	34	18	7	53	41	13	7	4	8
jgi.p|Neosp1|111343	87	120	98	117	235	339	70	323	129	227	181	48	86	203	259	92	86	45
jgi.p|Neosp1|111367	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|111455	31	130	122	159	97	150	74	209	63	139	123	262	108	157	121	90	82	57
jgi.p|Neosp1|111495	25	44	28	37	63	84	20	61	36	41	50	34	37	30	73	36	14	8
jgi.p|Neosp1|111631	14	94	66	108	75	116	16	89	30	47	34	26	59	81	72	66	9	10
jgi.p|Neosp1|111704	70	35	65	93	76	85	28	103	53	88	44	15	27	70	102	57	10	9
jgi.p|Neosp1|111886	0	1	3	1	0	0	2	4	5	3	3	0	1	1	2	0	2	4
jgi.p|Neosp1|112081	1	2	0	4	0	0	0	0	5	4	0	0	1	1	1	0	0	0
jgi.p|Neosp1|112085	0	0	1	1	0	5	3	23	11	17	20	1	69	41	17	8	0	0
jgi.p|Neosp1|112294	0	2	1	0	0	2	3	7	1	8	5	1	20	7	5	1	0	1
jgi.p|Neosp1|112373	465	2461	1410	2079	2557	3710	914	2887	929	1841	1831	1092	2146	2701	2908	1114	791	300
jgi.p|Neosp1|112487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|112492	0	1	0	6	0	0	0	1	0	2	0	44	7	1	0	0	1	1
jgi.p|Neosp1|112687	128	525	307	451	660	902	286	1161	455	610	709	332	521	769	800	335	114	70
jgi.p|Neosp1|112881	219	142	100	156	275	314	176	520	234	303	316	207	241	389	453	291	372	455
jgi.p|Neosp1|112936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|112951	26	25	6	14	26	36	10	52	20	18	17	42	46	26	22	28	49	60
jgi.p|Neosp1|113060	63	231	103	186	129	160	39	173	94	130	115	72	84	135	144	73	270	679
jgi.p|Neosp1|113127	0	15	5	6	0	16	1	6	1	9	3	3	6	25	1	7	30	27
jgi.p|Neosp1|113279	3	15	16	9	21	25	17	55	18	19	27	13	24	43	38	19	4	2
jgi.p|Neosp1|113404	28	53	21	51	26	43	23	98	43	35	59	70	61	75	47	86	32	19
jgi.p|Neosp1|113438	67	206	124	239	200	306	62	216	103	143	129	61	243	226	207	163	27	10
jgi.p|Neosp1|113545	0	38	10	16	3	2	12	80	40	44	41	24	281	134	47	5	0	4
jgi.p|Neosp1|113584	0	19	9	35	30	50	31	57	23	49	49	35	28	40	34	12	2	0
jgi.p|Neosp1|113696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|113899	3	7	0	14	15	21	2	1	5	1	7	8	8	9	6	1	16	3
jgi.p|Neosp1|113901	8	5	9	10	66	62	0	20	3	5	17	43	18	32	23	3	1	0
jgi.p|Neosp1|113912	6	78	60	86	96	83	4	17	4	4	8	65	12	42	19	6	4	3
jgi.p|Neosp1|113971	348	543	271	486	615	746	198	619	246	355	452	272	295	468	514	230	229	113
jgi.p|Neosp1|114037	107	180	109	143	276	250	102	320	126	226	189	177	139	227	266	113	45	23
jgi.p|Neosp1|114062	46	127	78	100	59	76	17	70	27	45	38	63	42	40	48	35	16	7
jgi.p|Neosp1|114372	20	4	4	4	12	15	5	40	18	5	27	159	5	13	7	9	96	55
jgi.p|Neosp1|114457	47	41	30	55	62	94	37	84	52	76	76	81	78	69	85	41	32	17
jgi.p|Neosp1|114566	11	4	0	2	4	9	5	17	2	8	6	4	20	19	7	2	4	2
jgi.p|Neosp1|114648	3	16	2	6	6	18	42	142	62	166	88	32	286	162	81	30	2	4
jgi.p|Neosp1|114688	115	502	246	371	161	264	64	253	87	149	128	277	202	145	197	163	599	960
jgi.p|Neosp1|115001	44	71	36	47	16	74	18	83	38	39	45	34	71	76	57	28	432	657
jgi.p|Neosp1|115002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
jgi.p|Neosp1|115050	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|115241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|115486	0	18	5	5	4	26	22	56	37	30	39	3	87	37	43	62	1	1
jgi.p|Neosp1|115535	47	34	19	41	87	160	59	221	94	138	115	73	74	119	136	50	36	8
jgi.p|Neosp1|115554	46	83	41	84	42	49	20	48	37	55	37	42	59	45	46	49	160	258
jgi.p|Neosp1|115625	0	15	12	19	2	8	5	24	8	28	8	3	51	59	24	15	1	4
jgi.p|Neosp1|115805	16	15	6	14	11	19	52	108	51	132	81	41	192	131	73	38	72	60
jgi.p|Neosp1|115883	2	0	2	1	3	4	4	10	6	4	9	33	1	9	5	1	3	1
jgi.p|Neosp1|11590	107	723	442	704	333	511	174	729	278	423	389	217	433	550	463	372	175	149
jgi.p|Neosp1|116091	101	74	28	78	39	65	21	89	34	70	64	87	118	96	66	76	877	1344
jgi.p|Neosp1|116186	44	146	64	139	56	98	20	81	29	45	27	49	77	69	84	59	88	317
jgi.p|Neosp1|11623	4	18	14	9	6	17	3	25	7	10	15	2	9	12	8	14	0	1
jgi.p|Neosp1|116311	52	98	58	118	151	187	41	150	47	89	95	25	113	144	139	70	24	16
jgi.p|Neosp1|116369	89	350	182	370	302	427	140	557	196	320	362	152	329	416	370	197	79	32
jgi.p|Neosp1|116479	2017	393	349	500	838	633	1302	4176	1063	2902	2241	133	673	794	522	411	14949	18970
jgi.p|Neosp1|116837	28	40	16	22	51	66	17	56	18	35	32	29	45	46	36	36	22	8
jgi.p|Neosp1|116847	10	13	5	23	9	10	3	8	21	15	9	4	8	4	10	13	7	4
jgi.p|Neosp1|116856	11	39	22	29	30	32	13	23	7	23	17	11	20	25	20	24	8	13
jgi.p|Neosp1|11693	11	39	14	40	28	32	3	18	14	6	18	13	38	29	26	17	17	5
jgi.p|Neosp1|117273	0	279	185	365	138	204	66	204	92	55	68	146	360	182	135	420	5	11
jgi.p|Neosp1|117429	6	56	60	65	70	75	21	90	32	59	63	35	146	87	63	94	6	6
jgi.p|Neosp1|117502	88	97	83	150	162	152	55	236	106	123	119	78	71	111	154	72	15	16
jgi.p|Neosp1|117655	1	0	2	4	0	13	0	18	10	6	11	7	16	5	8	12	0	0
jgi.p|Neosp1|117656	1	1	6	3	1	4	2	8	10	11	1	8	9	12	6	10	0	2
jgi.p|Neosp1|117794	294	96	41	50	133	186	32	206	70	119	149	94	126	139	125	43	2855	5000
jgi.p|Neosp1|118112	51	2165	745	834	50	108	48	159	40	64	71	300	2188	440	358	2651	790	509
jgi.p|Neosp1|118124	0	1	2	6	0	0	1	5	3	10	1	5	27	7	7	1	0	0
jgi.p|Neosp1|118281	26	27	10	22	9	55	10	21	8	29	19	30	32	23	21	31	15	5
jgi.p|Neosp1|118482	4	2	1	4	2	2	5	31	24	23	21	10	117	52	30	8	4	12
jgi.p|Neosp1|119424	2	31	7	25	3	6	41	86	52	155	66	26	278	152	61	19	5	1
jgi.p|Neosp1|119759	54	38	34	109	65	110	18	94	65	74	44	21	38	61	55	40	11	4
jgi.p|Neosp1|119785	79	138	103	110	195	292	55	234	88	141	126	124	164	201	197	147	56	27
jgi.p|Neosp1|120174	108	156	123	197	310	402	157	590	191	357	309	111	221	315	394	137	61	38
jgi.p|Neosp1|120199	42	25	10	22	30	57	7	47	15	39	31	17	29	33	40	13	20	13
jgi.p|Neosp1|120274	0	2	1	1	5	2	28	114	56	76	56	89	63	84	82	65	26	11
jgi.p|Neosp1|120308	19	68	35	89	32	44	9	32	18	29	22	33	21	33	40	20	2	7
jgi.p|Neosp1|120326	2	4	0	2	0	0	2	9	0	8	4	5	22	12	5	3	3	3
jgi.p|Neosp1|120650	0	2	0	0	1	1	1	0	0	1	0	1	0	0	0	1	2	1
jgi.p|Neosp1|120799	2	61	13	56	44	84	101	545	267	286	356	74	271	212	208	105	3	4
jgi.p|Neosp1|120886	10	50	27	38	35	44	26	43	27	50	38	25	63	64	44	55	9	9
jgi.p|Neosp1|120996	0	0	1	0	0	0	0	0	2	1	0	0	0	1	1	1	0	0
jgi.p|Neosp1|121246	5	1248	421	853	28	34	5	58	18	6	19	68	28	21	6	53	37	53
jgi.p|Neosp1|121521	82	208	137	190	255	388	96	322	158	233	233	176	281	281	268	168	88	56
jgi.p|Neosp1|121551	0	21	1	17	1	12	14	34	15	38	18	22	114	58	36	9	1	0
jgi.p|Neosp1|121603	10	35	31	36	29	64	5	35	10	22	27	42	34	54	48	25	5	6
jgi.p|Neosp1|121918	214	617	345	612	763	810	183	547	220	420	357	205	358	508	456	291	103	56
jgi.p|Neosp1|122278	0	0	1	0	4	0	0	1	0	0	0	1	0	2	0	0	0	4
jgi.p|Neosp1|122593	53	9	0	4	0	0	8	14	8	4	8	11	54	11	8	2	568	1146
jgi.p|Neosp1|122604	1	13	7	15	32	29	30	190	82	84	91	11	110	36	87	82	1	3
jgi.p|Neosp1|122834	40	36	17	56	55	123	16	91	60	54	57	29	37	35	78	25	20	17
jgi.p|Neosp1|122842	0	0	0	0	0	3	0	4	1	1	0	1	2	0	2	0	2	0
jgi.p|Neosp1|122913	302	471	251	432	715	869	270	868	336	556	500	237	422	650	792	245	145	98
jgi.p|Neosp1|123142	219	1169	448	914	436	502	143	574	208	287	289	639	479	475	354	485	777	1252
jgi.p|Neosp1|123189	1	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	1
jgi.p|Neosp1|123454	0	3	0	2	4	5	2	4	3	10	3	1	3	4	1	0	0	0
jgi.p|Neosp1|123760	3	29	7	20	1	6	1	20	11	12	10	14	32	18	9	7	2	2
jgi.p|Neosp1|123762	2	22	5	21	1	1	7	9	9	24	4	5	28	18	7	3	0	0
jgi.p|Neosp1|123925	13	1318	465	902	26	32	4	43	19	6	16	72	54	35	21	185	33	79
jgi.p|Neosp1|124126	9	76	52	66	51	98	37	90	41	73	89	73	142	92	61	83	9	1
jgi.p|Neosp1|124153	4	1115	364	1065	14	24	6	45	15	5	9	53	22	16	18	103	9	23
jgi.p|Neosp1|124224	0	0	0	1	1	2	5	9	7	7	15	5	20	10	4	0	0	0
jgi.p|Neosp1|124242	3	11	2	2	0	1	10	19	11	11	15	8	39	16	14	0	11	4
jgi.p|Neosp1|124350	6	3	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0
jgi.p|Neosp1|124465	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
jgi.p|Neosp1|124562	35	239	94	230	90	105	11	74	62	20	24	433	49	26	83	81	61	25
jgi.p|Neosp1|124617	1	12	1	14	0	5	1	0	1	1	2	3	0	3	5	3	0	0
jgi.p|Neosp1|124680	84	19	4	17	32	45	19	48	14	64	25	9	23	35	10	11	43	27
jgi.p|Neosp1|124846	27	27	11	16	25	25	13	29	17	27	11	15	15	28	17	17	21	9
jgi.p|Neosp1|124848	39	52	16	62	36	36	14	24	14	25	17	24	17	28	24	26	42	15
jgi.p|Neosp1|124890	117	177	163	233	247	307	189	660	351	468	414	216	269	526	583	269	60	23
jgi.p|Neosp1|124922	141	434	249	367	309	471	122	446	163	245	255	275	259	324	300	176	283	524
jgi.p|Neosp1|124948	5	0	0	0	30	28	2	2	0	3	5	10	3	10	15	2	15	7
jgi.p|Neosp1|125149	0	7	2	8	0	3	2	7	0	17	4	4	21	12	10	3	0	0
jgi.p|Neosp1|125420	0	0	0	0	0	0	3	3	2	2	0	0	0	0	0	1	0	1
jgi.p|Neosp1|125424	394	1031	554	1103	1002	1147	433	1706	696	1067	908	784	726	969	972	641	208	86
jgi.p|Neosp1|125641	3	12	2	11	11	31	2	18	12	21	16	5	24	11	6	9	8	0
jgi.p|Neosp1|125643	1	6	4	10	6	16	4	9	12	16	10	2	11	8	17	11	9	6
jgi.p|Neosp1|125649	21	46	25	43	75	132	21	128	60	77	79	28	103	115	88	79	43	27
jgi.p|Neosp1|125756	0	0	0	1	0	0	0	6	0	1	0	2	0	0	0	0	0	0
jgi.p|Neosp1|125952	0	6	4	3	1	0	2	6	11	18	6	10	37	23	9	1	1	1
jgi.p|Neosp1|126316	0	2	1	0	1	7	9	34	18	54	16	8	78	28	16	7	0	5
jgi.p|Neosp1|126322	1	3	3	2	3	2	9	20	3	19	21	10	80	25	21	10	2	0
jgi.p|Neosp1|126383	248	14	6	12	7	9	17	87	37	38	43	75	103	109	46	12	704	1717
jgi.p|Neosp1|126451	78	114	55	134	151	244	49	156	84	111	76	85	87	154	188	79	50	18
jgi.p|Neosp1|126777	17	21	14	23	37	55	4	29	9	18	14	23	18	28	25	19	23	3
jgi.p|Neosp1|126918	3	0	3	0	1	0	1	4	0	2	0	2	1	3	6	0	0	0
jgi.p|Neosp1|127147	95	239	99	173	179	221	83	206	109	143	133	137	119	200	156	56	288	191
jgi.p|Neosp1|127512	24	81	57	75	55	116	38	200	73	107	106	171	71	119	115	52	21	23
jgi.p|Neosp1|127523	99	216	189	240	204	393	227	740	348	364	386	403	311	469	488	206	89	91
jgi.p|Neosp1|127604	60	1879	610	1512	1899	2645	3532	19096	6240	9265	10004	1755	4594	4850	4101	1746	264	118
jgi.p|Neosp1|127871	11	8	3	5	10	11	0	8	2	9	2	8	10	7	8	1	4	12
jgi.p|Neosp1|128127	205	487	420	657	658	1331	254	761	308	679	488	150	729	813	625	474	141	60
jgi.p|Neosp1|128267	1825	2252	1608	2382	3299	3394	1374	4830	1767	2829	2722	1199	1776	3179	3106	1179	1680	683
jgi.p|Neosp1|128326	505	1619	981	1650	2070	2305	1181	4576	1581	2486	2640	1064	1399	2196	2305	837	353	102
jgi.p|Neosp1|12841	106	164	107	144	219	296	66	204	85	131	106	66	68	175	199	73	78	37
jgi.p|Neosp1|128422	0	0	0	0	0	1	0	2	3	2	0	1	6	1	0	0	3	1
jgi.p|Neosp1|128475	5	2	1	4	1	4	1	1	1	0	4	4	1	2	5	3	6	23
jgi.p|Neosp1|128551	18	48	42	61	66	102	25	102	42	79	78	28	75	84	63	36	8	7
jgi.p|Neosp1|128567	79	141	71	144	264	364	104	483	157	245	287	111	216	290	284	110	69	52
jgi.p|Neosp1|128849	23	28	20	26	29	69	19	51	15	30	29	9	37	44	47	41	21	8
jgi.p|Neosp1|129096	1	10	4	10	0	2	6	7	10	8	8	12	48	14	9	4	0	0
jgi.p|Neosp1|129196	28	77	39	52	47	58	17	66	25	38	37	36	18	44	30	21	24	22
jgi.p|Neosp1|129316	7	44	29	39	35	63	22	55	17	44	30	33	50	60	45	30	2	2
jgi.p|Neosp1|129339	4	18	10	12	12	27	12	69	32	47	36	22	104	78	35	26	0	0
jgi.p|Neosp1|129436	19	27	13	22	28	51	9	70	28	16	33	23	30	32	49	20	8	2
jgi.p|Neosp1|129487	3	10	6	19	5	25	8	10	12	4	5	0	5	6	12	10	2	2
jgi.p|Neosp1|129560	156	215	136	230	297	446	96	289	119	176	174	37	205	291	301	168	102	71
jgi.p|Neosp1|129658	49	63	28	46	24	70	15	91	36	40	63	85	90	68	56	45	158	155
jgi.p|Neosp1|129659	0	2	0	3	0	4	0	8	0	1	0	1	1	1	4	0	2	1
